id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1515990112831774727,1515989366698614784,2022-04-18 05:46:23 EDT,2022-04-18,05:46:23,-0400,1478817126559461379,turksabr,İlk Siriuslu,,"@sputnik_TR Katliamlar, tecavüz, gasp hırsızlık, işkenceli infaz, canlı canlı insan yakma, ne ararsan var bu ça*kallarda. Rusya iyi dayanmış 8 yıl.  Biz pkk,ypg teröristleriyle mücadele ederken Rus kardeşlerimiz de nazi terörü ile uğraşıyor. Dualarımız sizlerle yiğitler!",tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515990112831774727,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515983017445302273,1515954528570716161,2022-04-18 05:18:11 EDT,2022-04-18,05:18:11,-0400,92983763,ivory_land,Ivory Black ‧⁺◟ in land of compromise,,@Sputnik_82 รับน้องรถไฟ 555 แม่งเหนื่อยมาก555,th,[],[],[],0,0,0,[],[],https://twitter.com/ivory_land/status/1515983017445302273,False,,0,,Philippines,,,,,,"[{'screen_name': 'Sputnik_82', 'name': 'เมื่อไหร่จะถูกหวยฉันเหนื่อย', 'id': '1305807443402698752'}]",,,,
1515978175519547392,1515964598943305729,2022-04-18 04:58:57 EDT,2022-04-18,04:58:57,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR Ahahahahaha.,tl,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515978175519547392,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515977754570895360,1515974974867226624,2022-04-18 04:57:16 EDT,2022-04-18,04:57:16,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@Cozbay1 @sputnik_TR Senin nasıl kandırıldığınla ilgilenmiyor Ruslar. Gerçekleri anlatıyorlar.,tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515977754570895360,False,,0,,Philippines,,,,,,"[{'screen_name': 'Cozbay1', 'name': 'Can Özbay', 'id': '384497439'}, {'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515977516489613313,1515975678591647745,2022-04-18 04:56:20 EDT,2022-04-18,04:56:20,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR Operasyon başlamadan önce Ukraynayı Minsk antlaşmasına uymaya ikna etmeliydiniz. Geç kaldınız!,tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515977516489613313,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515959746104213506,1515959746104213506,2022-04-18 03:45:43 EDT,2022-04-18,03:45:43,-0400,1264947505281679362,mgcilnd,icechoco ✘,,dear sputnik,da,[],[],[],0,0,0,[],[],https://twitter.com/mgcilnd/status/1515959746104213506,False,https://twitter.com/kadonghyn/status/1515889811453739011,0,,Philippines,,,,,,[],,,,
1515948122400251905,1515947642139906049,2022-04-18 02:59:31 EDT,2022-04-18,02:59:31,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR İşi iyice azığa aldı bu naziler. Arkalarında satanist batı. Her haltı yerler bir de Ruslara iftira atarlar.,tr,[],[],[],0,1,2,[],[],https://twitter.com/TurkSabr/status/1515948122400251905,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515942362127687682,1515929428911611906,2022-04-18 02:36:38 EDT,2022-04-18,02:36:38,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR 8 yıldır yapılan katliamların cezası sadece bu operasyonla değil ayrıca mahkeme salonlarında da verilmeli. 8 yılda nato beslemesi nazilerce katledilen 14.000 insanın cezası verilmeli.,tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515942362127687682,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515935144754159616,1515922332446982146,2022-04-18 02:07:57 EDT,2022-04-18,02:07:57,-0400,2943253308,masakanoinu,メロン食べたいbyらる,,@sputnik_jp 戦争を今すぐ始められる準備もしていないし、兵站も確保できるとも思えない状況で、ロシアや中国と対立する危険に国民を巻き添えにしようとするな。,ja,[],[],[],0,3,6,[],[],https://twitter.com/masakanoinu/status/1515935144754159616,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_jp', 'name': 'Sputnik 日本', 'id': '480376267'}]",,,,
1515897847518232577,1515897517359403015,2022-04-17 23:39:45 EDT,2022-04-17,23:39:45,-0400,1085265084547444736,bampdnim,jm ✘ txt minisode 2 ph go📌,,@mormy_sputnik gagamitin as voting sites majority ng public schools so need to prep before then cleanup after,en,[],[],[],1,0,1,[],[],https://twitter.com/bampdnim/status/1515897847518232577,False,,0,,Philippines,,,,,,"[{'screen_name': 'mormy_sputnik', 'name': 'MormySputnik', 'id': '1453285608911261696'}]",,,,
1515860156738793474,1515745547587514373,2022-04-17 21:09:59 EDT,2022-04-17,21:09:59,-0400,986454204083388416,damienkyw,Damien,,"@SputnikInt All citizens of the US, UK, NATO &amp; all Countries that house Ukrainians &amp; sanctions Russia, listen up! Good news 😊, your country &amp; you will be continuing to pledge the monetary support to Ukrainians while you &amp; children just have to suffer just another 10 years more.",en,[],[],[],0,0,0,[],[],https://twitter.com/damienkyw/status/1515860156738793474,False,,0,,Philippines,,,,,,"[{'screen_name': 'SputnikInt', 'name': 'Sputnik', 'id': '34262462'}]",,,,
1515853486797180929,1515770331788546050,2022-04-17 20:43:29 EDT,2022-04-17,20:43:29,-0400,986454204083388416,damienkyw,Damien,,"@SputnikInt Unlike the US, which is so call  defender of democracy!     https://t.co/OU9dovt84d",en,[],['https://www.tiktok.com/@exposingthehypocrites/video/7081628232071597313?_r=1&_t=8RHH6C8dTur&social_sharing=v3'],[],0,0,0,[],[],https://twitter.com/damienkyw/status/1515853486797180929,False,,0,,Philippines,,,,,,"[{'screen_name': 'SputnikInt', 'name': 'Sputnik', 'id': '34262462'}]",,,,
1515815347059896329,1515757802232467467,2022-04-17 18:11:55 EDT,2022-04-17,18:11:55,-0400,1318326205372911616,pazmsmartapaz,Marta Susana Paz,,@ricardosteinbe5 Sputnik,und,[],[],[],1,0,0,[],[],https://twitter.com/PazMSmartapaz/status/1515815347059896329,False,,0,,Philippines,,,,,,"[{'screen_name': 'ricardosteinbe5', 'name': 'ricardo steinbeck', 'id': '918691844615127043'}]",,,,
1515805338901094415,1515785703535394821,2022-04-17 17:32:09 EDT,2022-04-17,17:32:09,-0400,1478133024,bilm_iyorum_,Bilm-iyorum,,@sputnik_TR Tamda mesele düşünmek.. onun için liyakat lazım. Sığır sürülerinin çobanı değil…,tr,[],[],[],0,0,0,[],[],https://twitter.com/bilm_iyorum_/status/1515805338901094415,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515738753230376961,1515733073081483264,2022-04-17 13:07:34 EDT,2022-04-17,13:07:34,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR Keşke natoya girmeye çalışan katliamcı ukrayna yerine filistine verseydik bayraktar tb2!,tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515738753230376961,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515732789391499264,1515729298379919367,2022-04-17 12:43:52 EDT,2022-04-17,12:43:52,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR Ezin geçin :),tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515732789391499264,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515715509316169735,1515706655719272450,2022-04-17 11:35:12 EDT,2022-04-17,11:35:12,-0400,141014236,q______s,Kabak Tadı,,@sputnik_TR Yazık bu genclere yazık yazık,tr,[],[],[],0,0,0,[],[],https://twitter.com/q______s/status/1515715509316169735,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515700325994405894,1515687700875067402,2022-04-17 10:34:52 EDT,2022-04-17,10:34:52,-0400,931441275009724416,ahmetepik7,ahmetepik7,,@sputnik_TR Ruslar maşallah harika bir başkan seçmişler kendilerine! Aman nazar değmesin!..,tr,[],[],[],0,0,0,[],[],https://twitter.com/ahmetepik7/status/1515700325994405894,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515685693808332802,1515656457789706243,2022-04-17 09:36:44 EDT,2022-04-17,09:36:44,-0400,211995690,centcyril,Cent,,@SputnikInt That's excellent,en,[],[],[],0,0,0,[],[],https://twitter.com/CentCyril/status/1515685693808332802,False,,0,,Philippines,,,,,,"[{'screen_name': 'SputnikInt', 'name': 'Sputnik', 'id': '34262462'}]",,,,
1515647576007221249,1515643499143700484,2022-04-17 07:05:16 EDT,2022-04-17,07:05:16,-0400,931441275009724416,ahmetepik7,ahmetepik7,,@Naci677 @sputnik_TR Sen mi alacaksın? Moskofların Kırım Türklerine uyguladığı  aşağılık soykırımı ne çabuk unuttun?.,tr,[],[],[],0,0,0,[],[],https://twitter.com/ahmetepik7/status/1515647576007221249,False,,0,,Philippines,,,,,,"[{'screen_name': 'Naci677', 'name': 'Naci', 'id': '1047463993294671872'}, {'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515647311032070151,1515643499143700484,2022-04-17 07:04:12 EDT,2022-04-17,07:04:12,-0400,931441275009724416,ahmetepik7,ahmetepik7,,@q70870501 @sputnik_TR Sana ne? Sen Rus musun? Rusların zamanında Kırım Türklerine yaptığı soykırımı ne çabuk unuttun?,tr,[],[],[],1,0,0,[],[],https://twitter.com/ahmetepik7/status/1515647311032070151,False,,0,,Philippines,,,,,,"[{'screen_name': 'q70870501', 'name': 'q', 'id': '1208314169205960706'}, {'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515636243932991488,1515428590300532738,2022-04-17 06:20:14 EDT,2022-04-17,06:20:14,-0400,1498146068986572800,detricanico,ANNIE,,@RobertMarquetti @SoyElCachi No era que ya la fabricamos aca? La sputnik light monodosis?? O era chamu?,es,[],[],[],0,0,1,[],[],https://twitter.com/DeTricanico/status/1515636243932991488,False,,0,,Philippines,,,,,,"[{'screen_name': 'RobertMarquetti', 'name': 'R☀️berto Marquetti', 'id': '915408790404632576'}, {'screen_name': 'SoyElCachi', 'name': 'C☀️C☀️', 'id': '1170820031665586176'}]",,,,
1515626127003643908,1515626127003643908,2022-04-17 05:40:02 EDT,2022-04-17,05:40:02,-0400,85259304,ippatsu_sendai,ippatsu@野党は消費税廃止で一塊に。改憲勢力を打倒しよう！,,ロシア軍、アゾフスタリ製鉄所で籠城するウクライナ兵に17日中の降伏を提示（SPUTNIK日本） HIMAZIN  https://t.co/H0eLth6TwB,ja,[],['http://www.asyura2.com/19/warb23/msg/649.html'],[],0,0,0,[],[],https://twitter.com/ippatsu_sendai/status/1515626127003643908,False,,0,,Philippines,,,,,,[],,,,
1515619691682996224,1515582440492126212,2022-04-17 05:14:28 EDT,2022-04-17,05:14:28,-0400,201533013,sumshine013,SumShine,,@DaddyT1t0 @jeproks73 @oknext8 😂😂😂  Nardang sputnik!,da,[],[],[],1,0,2,[],[],https://twitter.com/sumshine013/status/1515619691682996224,False,,0,,Philippines,,,,,,"[{'screen_name': 'DaddyT1t0', 'name': '勇志 🇵🇭🌸🇯🇵 #leni2022', 'id': '48043431'}, {'screen_name': 'jeproks73', 'name': 'Aleks Villa', 'id': '490593385'}, {'screen_name': 'oknext8', 'name': '🔟& 7️⃣ 🇵🇭 Kaye Leni/Kiko', 'id': '1252963472293285894'}]",,,,
1515604625461755906,1515522949180182530,2022-04-17 04:14:35 EDT,2022-04-17,04:14:35,-0400,141014236,q______s,Kabak Tadı,,"@sputnik_TR saglıgın sıhhatin yerindedir dimi bülent amca  o değilde, bir mutfak tüpüsü 320 tl  bu işi brak galakside gezengende hiç bir inanç kabul etmez nasıl biz zamana denk geldik biz savaşlar hastalıklar sömürgeler entrikalar uyuşturucu  daha neler neler vay ki vay vay ki vay .",tr,[],[],[],0,0,0,[],[],https://twitter.com/q______s/status/1515604625461755906,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515537641932226561,1515528941293158400,2022-04-16 23:48:25 EDT,2022-04-16,23:48:25,-0400,1557348062,irfandin95,Pandin,,@shams_sputnik Mana ada..dak lg..aku still keje ngn current company..next month baru habis contract ni..after tht will be jobless..hopefully not laa..huhu,in,[],[],[],1,0,0,[],[],https://twitter.com/Irfandin95/status/1515537641932226561,False,,0,,Philippines,,,,,,"[{'screen_name': 'shams_sputnik', 'name': 'Sam', 'id': '1012454684'}]",,,,
1515535655006134277,1515528941293158400,2022-04-16 23:40:32 EDT,2022-04-16,23:40:32,-0400,1557348062,irfandin95,Pandin,,@shams_sputnik apa yg tahniah wehh..haha,in,[],[],[],1,0,0,[],[],https://twitter.com/Irfandin95/status/1515535655006134277,False,,0,,Philippines,,,,,,"[{'screen_name': 'shams_sputnik', 'name': 'Sam', 'id': '1012454684'}]",,,,
1515494790351052806,1515476381827682305,2022-04-16 20:58:09 EDT,2022-04-16,20:58:09,-0400,931441275009724416,ahmetepik7,ahmetepik7,,@sputnik_TR Bu gidişle CB adayı ancak seçimden sonra açıklanacak!..,tr,[],[],[],0,0,8,[],[],https://twitter.com/ahmetepik7/status/1515494790351052806,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515456034986418177,1515329170259259402,2022-04-16 18:24:09 EDT,2022-04-16,18:24:09,-0400,141014236,q______s,Kabak Tadı,,@sputnik_TR nasıl bir ruh hali ile böyle işler düşünüyorsun aklım almıyor . yese bi dert yemese bi dert,tr,[],[],[],0,0,0,[],[],https://twitter.com/q______s/status/1515456034986418177,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515432717491527684,1515393334386253826,2022-04-16 16:51:29 EDT,2022-04-16,16:51:29,-0400,337307304,mitsoylu,ümitdeniz,,"@sputnik_TR Ama kafam nasıl güzel, Nasıl güzel..",tr,[],[],[],0,0,0,[],[],https://twitter.com/mitsoylu/status/1515432717491527684,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515408029063290882,1515407175752962050,2022-04-16 15:13:23 EDT,2022-04-16,15:13:23,-0400,1478817126559461379,turksabr,İlk Siriuslu,,"@sputnik_TR Vur şanlı silahınla gönül mülkü düzelsin, sen öldürüyorken de vuruyorken de güzelsin!",tr,[],[],[],0,0,1,[],[],https://twitter.com/TurkSabr/status/1515408029063290882,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515401766937976841,1515401432840785920,2022-04-16 14:48:30 EDT,2022-04-16,14:48:30,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR İlk seçimlerde rakibine oy vereceğiz Türkiyede sanatın gelişmesi için!,tr,[],[],[],0,0,1,[],[],https://twitter.com/TurkSabr/status/1515401766937976841,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515399908177678344,1515399908177678344,2022-04-16 14:41:07 EDT,2022-04-16,14:41:07,-0400,1923495216,kudarojo,La puerta izquierda 💤 STOP rusofobia,,"Alguno dirá: ""eso es propaganda rusa"", ""seguro q lo dice RT o Sputnik"", ""eso dice Putin""... PUES NO. Eso se menciona y reconoce en un artículo de Newsweek: ""Los bombarderos de Putin podrían devastar Ucrania, pero él se está conteniendo. Este es el por qué""  https://t.co/IboB3g9aYl",es,[],['https://www.newsweek.com/putins-bombers-could-devastate-ukraine-hes-holding-back-heres-why-1690494'],[],1,3,5,[],[],https://twitter.com/kudarojo/status/1515399908177678344,False,https://twitter.com/kudarojo/status/1515398149971582976,0,,Philippines,,,,,,[],,,,
1515390649792712712,1515389561492295685,2022-04-16 14:04:20 EDT,2022-04-16,14:04:20,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR Operasyon bitince şartlarını sun :),tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515390649792712712,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515388789799104518,1515310350635307009,2022-04-16 13:56:56 EDT,2022-04-16,13:56:56,-0400,122113893,psivicz,V.,,"@flandivar Lo peor es que no dimensionan que está mal. Lo cuenta como una anécdota, como cuando contaron que le dieron info privilegiada al de Richmond para producir la Sputnik V.",es,[],[],[],1,2,30,[],[],https://twitter.com/psivicz/status/1515388789799104518,False,,0,,Philippines,,,,,,"[{'screen_name': 'flandivar', 'name': 'Facundo Landívar', 'id': '199240383'}]",,,,
1515387122080964613,1515384027485777924,2022-04-16 13:50:19 EDT,2022-04-16,13:50:19,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR İnş ingiliz uçağıdır.,tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515387122080964613,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515386634384166914,1515384027485777924,2022-04-16 13:48:22 EDT,2022-04-16,13:48:22,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR 😎 party time,en,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515386634384166914,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515380996404883462,1515370685618704394,2022-04-16 13:25:58 EDT,2022-04-16,13:25:58,-0400,1478817126559461379,turksabr,İlk Siriuslu,,"@sputnik_TR Bu ülkede o yok, bu yok. Bir de şu yok!",tr,[],[],[],0,0,0,[],[],https://twitter.com/TurkSabr/status/1515380996404883462,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
1515371904340672514,1515362452648644609,2022-04-16 12:49:50 EDT,2022-04-16,12:49:50,-0400,72823958,zolt51,Stephane Dauzat,,"@TrentTelenko The far-left Mélenchon made himself the champion of the anti-vax (Le Pen was pushing Hydroxichloroquine and Sputnik vaccine), but now she's jockeying for his voters. Representing 21% of the total, they are the ones who will decide the next president.",en,[],[],[],0,1,3,[],[],https://twitter.com/Zolt51/status/1515371904340672514,False,,0,,Philippines,,,,,,"[{'screen_name': 'TrentTelenko', 'name': 'Trent Telenko', 'id': '3228156152'}]",,,,
1515369374529597441,1515362368297046018,2022-04-16 12:39:47 EDT,2022-04-16,12:39:47,-0400,1478817126559461379,turksabr,İlk Siriuslu,,@sputnik_TR Johnson'a söyle kurtarsın ingiliz pichlerini!,tr,[],[],[],0,0,3,[],[],https://twitter.com/TurkSabr/status/1515369374529597441,False,,0,,Philippines,,,,,,"[{'screen_name': 'sputnik_TR', 'name': 'Sputnik Türkiye', 'id': '424893128'}]",,,,
